JamesHarden,65.79178168205425,11800
GiannisAntetokounmpo,65.238427923540513,9900
EricBledsoe,62.452771334634726,7000
DeMarcusCousins,59.477996045926815,9800
Karl-AnthonyTowns,51.951478632123489,10400
AnthonyDavis,50.7299782849406,10200
ElfridPayton,50.179777353729875,7800
HassanWhiteside,47.699579131683294,8100
DeMarDeRozan,46.349518675502701,8000
IsaiahThomas,45.484070836140162,8300
JohnWall,43.054749966418669,9500
JimmyButler,42.862469265357191,8800
JuliusRandle,41.005706856002639,7400
KentaviousCaldwell-Pope,40.898927041426617,5300
JrueHoliday,40.477701121513029,6700
BrookLopez,37.755821357964201,6800
JonLeuer,37.689500366355766,4000
BradleyBeal,37.075760534994615,8200
TobiasHarris,36.75368218611186,5900
DevinBooker,36.115834310342464,7200
AaronGordon,35.453887598535381,5700
DionWaiters,35.311478693674133,6700
DwyaneWade,34.308847781768087,6200
TrevorBooker,34.298166058451109,5000
SeanKilpatrick,33.88674448591447,4700
SergeIbaka,33.417419193142983,6000
GorguiDieng,33.211425448642316,5100
HarrisonBarnes,32.472899512437927,6300
AndrewWiggins,32.31548127726623,6700
JordanClarkson,32.289594188513028,6000
SergioRodriguez,32.261971168693194,3300
OttoPorter,32.13731650463027,6500
NikolaVucevic,31.858691258627744,7400
GoranDragic,31.753914267028016,7300
MarcusMorris,31.370549842354599,5300
AndreDrummond,31.117817715729228,7100
IshSmith,30.67153984576435,4100
RyanAnderson,30.317867916740607,4500
RickyRubio,29.95834969550193,7700
JamesJohnson,29.915939966017984,5600
TerrenceJones,29.8530847555874,3000
TerrenceRoss,29.009531232306916,4800
WesleyMatthews,28.997113909656967,4900
LouWilliams,28.858555771753799,5800
NikolaMirotic,28.290187622048354,4300
DarioSaric,28.158873549160241,7900
TrevorAriza,28.068643510049853,5200
J.J.Barea,27.913513517490273,3700
DwightPowell,27.597997116535584,3000
TylerJohnson,27.140766435394141,5200
NikStauskas,27.06104495734116,3400
MarcusSmart,26.18941442077012,4900
AlHorford,26.165459768313617,6100
RajonRondo,25.438326407763526,6500
MarkieffMorris,25.406877716418069,6100
ShawnLong,25.25,3000
BojanBogdanovic,25.105740208040764,4500
GeraldHenderson,23.841360009135993,3600
MirzaTeletovic,23.392162088441989,3000
SethCurry,23.106410998860579,5900
EricGordon,22.839713794738827,5000
JaeCrowder,22.796786074413692,5400
CoryJoseph,22.263231051020362,4800
JaylenBrown,22.210568281687287,3900
ReggieJackson,22.129871627244206,5400
YogiFerrell,21.767612477141636,4500
SpencerDinwiddie,21.580263298015982,3700
LuolDeng,21.26268022091017,3000
RondaeHollis-Jefferson,20.761710184835749,4000
TonySnell,20.58748821280339,4000
CristianoFelicio,19.948450542089798,3000
JonasValanciunas,19.723029136725494,5000
TyusJones,19.59960940536395,3000
T.J.Warren,19.279649529016758,6600
RichaunHolmes,18.772048611553235,5100
ClintCapela,18.753697004192809,5500
JordanCrawford,18.749999999999986,4400
MatthewDellavedova,18.357625615742577,3900
NeneHilario,18.161080628015625,3900
MalcolmBrogdon,18.116441779753153,5100
TimFrazier,17.922534308278017,3400
DeMarreCarroll,17.871545053650234,3700
JoeHarris,17.797447270184417,3000
MarcinGortat,17.595022992525568,5000
JustinAnderson,17.483599215701179,3500
ThomasRobinson,17.385214887672706,3000
IsaiahWhitehead,16.396982575142697,3800
DanteCunningham,15.707409996015254,3200
AnthonyMorrow,15.564579836585326,3000
RobinLopez,15.488583338277332,4000
SamDekker,15.407466344703165,3500
JerianGrant,15.404856521140562,3400
KrisDunn,14.993127872645527,3000
WayneEllington,14.659228561606387,3900
E'TwaunMoore,14.634851540128444,3500
AmirJohnson,14.600959424261967,3700
BrandonRush,14.496936876983021,3000
KellyOlynyk,14.495608103748634,4000
JohnHenson,14.484613123787428,3100
DenzelValentine,14.314169007073843,4100
BrandonIngram,13.960522524219019,5000
TimofeyMozgov,13.939326932436341,3000
BobbyPortis,13.824716712223829,3900
T.J.McConnell,13.52055781963092,5300
SolomonHill,13.384013041736075,3200
JeffGreen,12.55533397900453,3200
TerryRozier,12.232779654821346,3000
BismackBiyombo,12.191379904428235,4500
P.J.Tucker,12.024226441079675,3600
DelonWright,11.95327244364419,3000
LeandroBarbosa,11.837276455572816,3200
TarikBlack,11.796578386429484,3000
IanMahinmi,11.600511862300138,3400
JonasJerebko,11.246796906495808,3000
StanleyJohnson,11.114753359117607,3100
MarqueseChriss,10.792232517899958,5300
JoshRichardson,10.579369579012583,4300
PatrickPatterson,10.570796964886862,3000
ShabazzMuhammad,10.395211977657178,3700
NormanPowell,10.277697853124454,4500
JustinHamilton,10.02794840924315,3000
ArchieGoodwin,9.4999999999999964,3600
RandyFoye,9.4257868116294841,3000
LukeBabbitt,9.0283543873756429,3000
DonatasMotiejunas,9.0179613800545848,3000
CoreyBrewer,8.9679875948612828,3000
SpencerHawes,8.8669515498843872,3000
RashadVaughn,8.774125442874011,3000
JamesYoung,8.7319143829188928,3000
NemanjaBjelica,8.5205526164606127,4600
KellyOubre ,8.3499499076251897,3000
RodneyMcGruder,8.3049011357675599,3000
WillieReed,8.2526437589486807,3700
DorianFinney-Smith,8.0776463490528201,3000
TimotheLuwawu-Cabarrot,7.6353743691896341,3500
AlexLen,7.6279963128852373,4000
FredVanVleet,7.0698975965502795,3000
ReggieBullock,6.9243365186738774,3000
MettaWorld Peace,6.1328793038889318,3000
JaredDudley,5.8860353716481049,3000
JoffreyLauvergne,5.4613818579206903,3000
C.J.Watson,5.0935305852912709,3000
AndrewNicholson,4.8239171290004013,3000
TomasSatoransky,4.7019210924076411,3400
GregMonroe,4.5328194192857421,5900
D.J.Augustin,4.3689606821587414,3000
BrandonJennings,3.9795706358116218,4000
MarioHezonja,3.7356436463324822,3000
MannyHarris,3.5000000000000004,3000
HollisThompson,3.399169798589365,3000
JarrodUthoff,3.2499999999999973,3000
CarisLeVert,3.1207389426369838,4200
TreyBurke,2.9935143849481132,3000
MichaelBeasley,2.679180047676804,4400
MontrezlHarrell,2.5071830410717011,3000
LucasNogueira,2.4352713017967895,3000
GeraldGreen,2.3387469084680341,3000
AronBaynes,2.0566962001092901,3500
JasonTerry,2.049612643152813,3000
BobanMarjanovic,1.6933759941268982,3000
JahlilOkafor,1.5770534050651035,5300
PascalSiakam,1.3751026679690144,3000
QuincyAcy,1.30162039293405,3300
DavidNwaba,1.2499999999999978,3000
