OkaroWhite,1.1178137699057511,3000
KhrisMiddleton,1.027019139465873,6500
DerrickJones ,0.92955637443609995,3000
NicolasBrussino,0.83300340215099844,3000
PatrickBeverley,0.74087816924239114,5600
TylerUlis,0.6615394613997676,5700
DamjanRudez,0.63539788330576341,3000
ThonMaker,0.50694594880461041,3000
C.J.Wilcox,0.47610575239003028,3000
JeremyLin,0.24938690391324053,6000
PaulZipser,0.24311668604994568,3000
AlexisAjinca,0.20855454022353093,3000
ChrisMcCullough,0.18384814361087176,3000
K.J.McDaniels,0.17162688088751776,3000
BobbyBrown,0.14411427368760044,3000
JakobPoeltl,0.089792015177205531,3000
DanielOchefu,0.052121527883623897,3000
SheldonMcClellan,0.043550056770745027,3000
IvicaZubac,0.037739627368686635,5400
LanceStephenson,4.4686476741162551e-15,3000
WayneSelden ,8.8817841970012523e-16,3000
KyleLowry,0.0,7500
BrandonKnight,0.0,3500
DemetriusJackson,0.0,3000
BenoUdrih,0.0,3000
MichaelGbinije,0.0,3000
BrunoCaboclo,0.0,3000
HenryEllenson,0.0,3000
ZachLaVine,0.0,3000
ChrisBosh,0.0,3000
UdonisHaslem,0.0,3000
JoshMcRoberts,0.0,3000
JordanHill,0.0,3000
AdreianPayne,0.0,3000
JustiseWinslow,0.0,3000
NikolaPekovic,0.0,3000
JerrydBayless,0.0,3000
BenSimmons,0.0,3000
TiagoSplitter,0.0,3000
A.J.Hammons,0.0,3000
JoelEmbiid,0.0,3000
IsaiahTaylor,0.0,3000
TroyWilliams,0.0,3000
QuincyPondexter,0.0,3000
OmerAsik,0.0,3000
ChinanuOnuaku,0.0,3000
JodieMeeks,0.0,3000
DraganBender,0.0,3000
TysonChandler,0.0,3000
JabariParker,0.0,3000
KyleWiltjer,-0.010803190954246603,3000
NerlensNoel,-0.036203647203663092,5500
CheickDiallo,-0.058399099395201493,3000
RonniePrice,-0.075478888997729393,3000
DarrunHilliard,-0.18512805547371577,3000
JordanMickey,-0.23768836141453697,3000
LarryNance ,-0.27979924994527217,4000
CameronPayne,-0.3720274899379008,3000
AlanWilliams,-0.38401847007565681,6300
StephenZimmerman ,-0.52434923490066532,3000
IsaiahCanaan,-0.53139548151938154,3000
TylerZeller,-0.84941247337505699,3000
TylerEnnis,-1.1467787106273106,3000
AveryBradley,-1.1764649764057462,6000
SalahMejri,-1.2463685105188427,3000
DevinHarris,-1.3173028094917247,3000
DirkNowitzki,-1.4614283967883881,6400
JasonSmith,-2.0026207332331811,3000
ColeAldrich,-2.3772439735177588,3000
MichaelCarter-Williams,-2.395373986535478,3800
RobertCovington,-3.2262604338976089,6900
EvanFournier,-3.399385004061223,5800
NickYoung,-6.2833958254200386,3700
D'AngeloRussell,-6.8910281292907341,6500
